"","name","cbprofile","totalfunding","totalfundingcurrency","ipostatus","lastfundingtype","employees","industries","headquarters","description","transactionname","tnamelink","founders","website","companytype","email","revenue","yearfounded","lastfunding","lastfundingcurrency","industrygroup","status","lastfundingdate"
"1999","WheelAir","https://www.crunchbase.com/organization/wheelair",550000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/wheelair","Health Care, Hospital, Medical Device","Glasgow, Glasgow City, United Kingdom","Heat and moisture are well-known risk factors for those with neurological conditions, or those working with complex seating needs. WheelAir has spent the past 5 years researching this topic to better understand how to recognise their symptoms, and has created a number of products to reduce temperature build-up and lower relative humidity. The WheelAir products can be integrated within custom seating products (WAcare) in partnership with seating manufacturers, but are also readily available in the WAgo line as a Slingback backrest and Cushion Cover, in combination with several accessories.","—",NA,"Corien Staels","https://www.wheelair.eu/","For Profit","info@wheelair.eu","—","2016",450000,"GBP","Health Care","Active",2019-02-13
"2000","Trameto","https://www.crunchbase.com/organization/trameto",500181,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/trameto","Semiconductor","Chepstow, Monmouthshire, United Kingdom","Trameto is developing intelligent, ultra-efficient power management devices for universal micro energy harvesting - to enable applications such as ‘self-sustaining’ autonomous wireless devices for the internet of things.","—",NA,"Huw Davies, Laurence Strong","http://www.trameto.com/","For Profit","hello@trameto.com","—","2016",NA,"—","Hardware, Science and Engineering","Active",2019-12-18
"2001","Find Exchange","https://www.crunchbase.com/organization/find-exchange",4e+05,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/find-exchange","FinTech","London, England, United Kingdom","We’ve saved people from 90+ countries time and money. It’s what we love to do. We’ve been working hard for 3 years to bring our users the financial solutions they need. We work with banks, money transfer companies and exchange bureaus to help you simplify your finances.         Using blockchain technology and intuitive design, we’re creating a mobile application focused on bringing simplicity to your finance. A platform which will help you to manage your money more effectively, whether you have 3 banks or none, whether you’re a global traveller or a local explorer, a spender or a saver; we’re bringing better banking to everyone. Without being a bank.        Learn more at https://blockchain.find.exchange        We’re Hiring: https://angel.co/findexchange            Are you a Business?    We’re working on some innovative new solutions for a variety of businesses.     We would like to hear from you if you:    Have customers spending in physical stores.    Transfer money regularly.    Manage multiple currencies.    See potential for cooperation.        Contact us at: business@find.exchange","—",NA,"Azahara Egea","https://www.find.exchange","For Profit","hello@find.exchange","—","2016",NA,"—","Financial Services","Active",2018-02-12
"2002","KryptoKloud","https://www.crunchbase.com/organization/kryptokloud",5e+05,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/kryptokloud","Cyber Security, Network Security","Lincoln, Lincolnshire, United Kingdom","KryptoKloud is a provider of cybersecurity solutions dedicated to aligning technology and human analysts to prevent digital threats.","—",NA,"Allison Burrows, Paul Burrows","https://kryptokloud.com/","For Profit","cic@kryptokloud.com","—","2016",5e+05,"GBP","Information Technology, Privacy and Security","Active",2020-09-18
"2003","HotelFlex","https://www.crunchbase.com/organization/hotelflex",1020000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/hotelflex","Hospitality, Hotel, Leisure","London, England, United Kingdom","HotelFlex predicts the departure and arrival time of hotel guests and then re-sells the intervening time period.","—",NA,"Max Shepherd-Cross, Pete Turnbull, Rich Turnbull","https://www.hotelflex.io","For Profit","hello@hotelflex.io","Less than $1M","2016",250000,"USD","Community and Lifestyle, Travel and Tourism","Active",2020-04-04
"2004","Photolemur","https://www.crunchbase.com/organization/photolemur",1500000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/photolemur","Artificial Intelligence, Information Services, Information Technology, Machine Learning, Software","London, England, United Kingdom","Photolemur is world's first automated photo enhancement solution for Mac and Windows using image recognition, artificial intelligence, and a little bit of real-world magic.","Photolemur acquired by Skylum Software","https://www.crunchbase.com/acquisition/macphun-acquires-photolemur--14cb4028","Alex Tsepko, Dmitry Sytnik","http://photolemur.com","For Profit","support@photolemur.com","$1M to $10M","2016",1500000,"USD","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software","Active",2017-05-20
"2005","Sorbet","https://www.crunchbase.com/organization/sorbet",671000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/sorbet","Real Estate, SaaS","Cardiff, Cardiff, United Kingdom","Property maintenance without the hassle.        We take the work out of connecting with contractors and tenants so you can accomplish more.","—",NA,"Brooke Williams, Richard Wilson","http://www.SorbetHQ.com","For Profit","hello@SorbetHQ.com","Less than $1M","2016",275000,"USD","Real Estate, Software","Active",2018-05-01
"2006","Uniphy Ltd","https://www.crunchbase.com/organization/t-phy-ltd",558350,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/t-phy-ltd","Beauty, Electronics, Manufacturing","Royal Wootton Bassett, Wiltshire, United Kingdom","Uniphy is an electronic company that enables intuitive free-form Touch Interfaces that are beautiful, robust and economic.        Through continuous innovation in hardware, software, opto-mechanical design and material engineering, UniPhy delivers solutions and support for intuitive freeform touch Interfaces that are differtiated in terms of beauty, robustness, time to market and affordability.","—",NA,"Dave Dearn, David Lomas","http://www.uniphy.global","For Profit","admin@uniphy.global","—","2016",558350,"USD","Consumer Electronics, Consumer Goods, Hardware, Manufacturing","Active",2016-07-11
"2007","ThriveMap","https://www.crunchbase.com/organization/thrivemap",781000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/thrivemap","Employment, Information Technology, Recruiting, Software, Staffing Agency","London, England, United Kingdom","Uncover your best candidates by measuring real work scenarios. Designed in your company, not in a lab.        ThriveMap is a tool that provides insights to companies looking to make more informed people decisions.        Use ThriveMap’s proprietary culture fit assessment to understand how a candidate would fit in with the team or use our bespoke “virtual shift” assessment to understand how a candidate would perform in their role.","—",NA,"Christopher Platts","https://thrivemap.io/","For Profit","hello@thrivemap.io","—","2016",5e+05,"GBP","Administrative Services, Information Technology, Professional Services, Software","Active",2019-02-27
"2008","Synopsis Healthcare","https://www.crunchbase.com/organization/genera",5e+05,"GBP","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/genera","Health Care, Software","London, England, United Kingdom","Genera is the market leader in software for the Perioperative Surgical Home (PSH) and its products are used as a patient assessment and risk evaluation tool in NHS hospital trusts and private clinics. Nesta’s investment will help the business to expand its activities into more hospitals across the UK and in Europe, improving patient health outcomes by helping to reduce cancellations, delays, risk and errors in surgery.","—",NA,"—","https://www.synopsishealthcare.com/","For Profit","hello@synopsishealthcare.com","$1M to $10M","2016",5e+05,"GBP","Health Care, Software","Active",2016-12-13
