"","id","title","assignee","author","prioritydate","filingdate","publicationdate","grantdate","link","representativelink","city"
"115","US-2021363168-A1","Efficient and scalable syntheses of nicotinoyl ribosides and reduced nicotinoyl ribosides, modified derivatives thereof, phosphorylated analogs thereof, adenylyl dinucleotide conjugates thereof, and novel crystalline forms thereof","The Queen's University Of Belfast, ChromaDex Inc.","Marie Eugenie Migaud, Philip REDPATH, Kerri CROSSEY, Richard Cunningham, Aron Erickson, Richard Nygaard, Amanda Storjohann",2016-11-11,2021-04-30,2021-11-25,NA,"https://patents.google.com/patent/US20210363168A1/en","https://patentimages.storage.googleapis.com/e8/76/b3/f2fa7deab82d2f/US20210363168A1-20211125-D00001.png","Belfast"
"116","US-10280190-B2","Nicotinic acid riboside or nicotinamide riboside compositions, reduced derivatives thereof, and the use thereof to enhance skin permeation in treating skin conditions","Chromadex, Inc., The Queen's University Of Belfast","Ryan Dellinger, Marie Eugenie Migaud, Philip REDPATH, Troy Rhonemus, Richard Cunningham",2015-03-16,2016-03-16,2019-05-07,2019-05-07,"https://patents.google.com/patent/US10280190B2/en","https://patentimages.storage.googleapis.com/d2/56/93/32cab546b3d449/US10280190-20190507-D00001.png","Belfast"
"117","US-10188744-B2","Amphipathic peptide","The Queen's University Of Belfast","Helen McCarthy, Aleksey Zholobenko, Ashley Davison, Tracy Robson",2012-12-07,2017-08-28,2019-01-29,2019-01-29,"https://patents.google.com/patent/US10188744B2/en","https://patentimages.storage.googleapis.com/17/09/bf/bd6f9e75e50c4f/US10188744-20190129-D00001.png","Belfast"
"118","AU-2017232930-B2","B-vitamin and amino acid conjugates of nicotinoyl ribosides and reduced nicotinoyl ribosides, derivatives thereof, and methods of preparation thereof","ChromaDex Inc., The Queen's University Of Belfast","Kerri CROSSEY, Richard Cunningham, Ryan DELLINGER, Marie Eugenie MIGAUD, Brian NETTLES, Philip REDPATH, Troy Rhonemus, Sylesh Venkataraman",2016-03-16,2017-03-16,2021-03-25,2021-03-25,"https://patents.google.com/patent/AU2017232930B2/en",NA,"Belfast"
"119","US-2020330919-A1","Porous liquids","The Queen's University Of Belfast","Stuart JAMES, Min Ying TSANG, John CAHIR, David Rooney",2017-05-12,2018-05-11,2020-10-22,NA,"https://patents.google.com/patent/US20200330919A1/en","https://patentimages.storage.googleapis.com/b5/4e/d6/17ab3286346b90/US20200330919A1-20201022-D00000.png","Belfast"
"120","US-10138432-B2","Process for removing metals from hydrocarbons","The Queen's University Of Belfast","Mahpuzah Abai, Martin P. Atkins, Kuah Y. Cheun, John Holbrey, Peter Nockemann, Kenneth R. Seddon, Geetha Srinivasan, Yiran Zou",2010-10-05,2016-08-18,2018-11-27,2018-11-27,"https://patents.google.com/patent/US10138432B2/en","https://patentimages.storage.googleapis.com/f4/eb/ac/7808cba9e06a7d/US10138432-20181127-D00000.png","Belfast"
"121","EP-3004125-B1","Process for the preparation of a metal-organic compound","The Queen's University Of Belfast","Stuart James, Tony McNALLY, Robert Haydon",2013-05-27,2014-05-27,2019-05-01,2019-05-01,"https://patents.google.com/patent/EP3004125B1/en","https://patentimages.storage.googleapis.com/de/a9/2f/4a9cd6663d2ef2/imgf0001.png","Belfast"
"122","US-10316268-B2","Process for removing chloropropanols and/or glycidol, or their fatty acid esters, from glyceride oil, and an improved glyceride oil refining process comprising the same","The Queen's University Of Belfast, Evonik Degussa Gmbh","Peter Goodrich, Eoghain O'Hara, Martin Atkins, Christopher K. Hamer, Daniel Witthaut, Gabriela FEDOR, Ulrich Boes",2015-05-27,2016-05-27,2019-06-11,2019-06-11,"https://patents.google.com/patent/US10316268B2/en",NA,"Belfast"
"123","US-8637661-B2","Conversion method","Petroliam Nasional Berhad","Markus Fanselow, John Holbrey, Kenneth Richard Seddon",2006-05-25,2012-10-11,2014-01-28,2014-01-28,"https://patents.google.com/patent/US8637661B2/en",NA,"Belfast"
"124","AU-2017200013-B2","Process for Removing Organic Acids from Crude Oil and Crude Oil Distillates","The Queen’S University Of Belfast","Kris Anderson, Peter Goodrich, Chris Hardacre",2009-05-26,2017-01-03,2019-01-03,2019-01-03,"https://patents.google.com/patent/AU2017200013B2/en",NA,"Belfast"
"125","US-9760709-B2","Authentication method using physical unclonable functions","The Queen's University Of Belfast","Liang Lu, Jiang Wu, Maire O'Neill",2012-11-15,2013-11-13,2017-09-12,2017-09-12,"https://patents.google.com/patent/US9760709B2/en","https://patentimages.storage.googleapis.com/a2/2f/af/c2490ab9123da7/US09760709-20170912-D00000.png","Belfast"
"126","EP-3074493-B1","Removal of free fatty acids from glyceride oils","The Queen's University Of Belfast","Martin Atkins, Fergal COLEMAN, Peter Goodrich",2013-11-28,2014-11-28,2019-01-09,2019-01-09,"https://patents.google.com/patent/EP3074493B1/en","https://patentimages.storage.googleapis.com/cb/eb/6a/1f1e582ee5e5c2/imgf0001.png","Belfast"
"127","US-2023059863-A1","Separation of rare earth metals","The Queen's University Of Belfast","Peter Nockemann, Ruhela Ritesh",2016-12-16,2022-07-25,2023-02-23,NA,"https://patents.google.com/patent/US20230059863A1/en","https://patentimages.storage.googleapis.com/3f/73/79/18af02a50ce7b8/US20230059863A1-20230223-D00000.png","Belfast"
"128","US-10888814-B2","Removal of carbon dioxide from a gas stream by using aqueous ionic liquid","The Queen's University Of Belfast","Martin Atkins, Yong Cheun Kuah, Julien Estager, Shieling Ng, Alex Oliferenko, Natalia Plechkova, Alberto Puga, Kenneth Seddon, David Wassell",2010-03-19,2011-03-18,2021-01-12,2021-01-12,"https://patents.google.com/patent/US10888814B2/en","https://patentimages.storage.googleapis.com/15/e2/d8/bcaa8a5c5f4b9f/US10888814-20210112-D00000.png","Belfast"
"129","EP-2643433-B1","Process for removing naphthenic acids from crude oil and crude oil distillates","The Queen's University of Belfast","Christopher Hardacre, Peter Goodrich, Azlan Hussain, David Rooney",2010-11-25,2011-11-23,2021-08-18,2021-08-18,"https://patents.google.com/patent/EP2643433B1/en",NA,"Belfast"
"130","US-8962032-B2","Modulator","The Queen's University Of Belfast","Christopher Scott, James Johnston, Shaun Spence, Danny McAuley, Francois Fay",2009-12-17,2010-12-17,2015-02-24,2015-02-24,"https://patents.google.com/patent/US8962032B2/en","https://patentimages.storage.googleapis.com/ae/49/3d/09142eb75753f9/US08962032-20150224-D00001.png","Belfast"
"131","JP-2015109840-A","Porcine circoviruses, vaccines and diagnostic reagents","メリアル エス アー エス, Merial Sas, メリアル  エス  アー  エス, クィーンズ ユニバーシティ オブ ベルファスト, Queen's Univ Of Belfast, クィーンズ  ユニバーシティ  オブ  ベルファスト, ユニバーシティ オブ サスカチュワン, Univ Of Saskatchewan, ユニバーシティ  オブ  サスカチュワン","ゴードン アラン，, Gordon Allan, ゴードン アラン，, ブライアン ミーハン，, Brian Meehan, ブライアン ミーハン，, エドワード クラーク，, Edward Clark, エドワード クラーク，, ジョン エリス，, John Ellis, ジョン エリス，, デボラ ヘインズ，, Deborah Haines, デボラ ヘインズ，, ロリ ハサード，, Lori Hassard, ロリ ハサード，, ジョン ハーディング，, John Harding, ジョン ハーディング，, カトリーヌ エリザベス シャレイル，, Catherine Elisabeth Charreyre, カトリーヌ  エリザベス シャレイル，, ギーユ エミール シャピュイ，, Gilles Emile Chappuis, ギーユ  エミール シャピュイ，, フランシス マクネイリ—，, Francis Mcneilly, フランシス マクネイリ―，",1997-10-03,2014-12-18,2015-06-18,NA,"https://patents.google.com/patent/JP2015109840A/en","https://patentimages.storage.googleapis.com/17/58/60/605c8998ca19c6/2015109840-7.png","Belfast"
"132","CN-107406527-A","Particle for electrophoretic display device (EPD)","默克专利股份有限公司, 贝尔法斯特皇后大学","J·H·威尔逊, L·D·法兰德, A·劳伦斯, S·诺曼",2014-12-19,2015-11-25,2017-11-28,NA,"https://patents.google.com/patent/CN107406527A/en",NA,"Belfast"
"133","CN-108348613-A","Ophthalmic composition","英国贝尔法斯特女王大学","拉古·拉杰·辛格·塔库尔, 大卫·琼斯, 奇拉格·古杰拉尔",2015-11-10,2016-11-10,2018-07-31,NA,"https://patents.google.com/patent/CN108348613A/en",NA,"Belfast"
"134","CN-107846883-A","The solvent-free phosphorylation of selectivity","可劳迈戴斯有限公司, 贝尔法斯特女王大学","玛丽·尤金妮·米高德, 菲利浦·瑞德帕斯, 凯丽·克罗西, 理查德·坎宁安, 特洛伊·鲁尼穆斯, 苏乐斯·文卡塔拉曼",2015-06-04,2016-06-03,2018-03-27,NA,"https://patents.google.com/patent/CN107846883A/en",NA,"Belfast"
"135","CN-108138080-A","Free fatty is removed from glyceride oil","英国贝尔法斯特女王大学","彼得·古德里奇, 泰隆·奥哈拉, 马丁·菲利普·阿特金斯",2015-05-27,2016-05-27,2018-06-08,NA,"https://patents.google.com/patent/CN108138080A/en",NA,"Belfast"
"136","WO-2020053589-A1","Organic cage microparticle dispersions for gas absorption","The University Of Liverpool, The Queen's University Of Belfast","Andrew Cooper, Rebecca GREENAWAY, Aiting KAI, Benjamin EGLESTON, Stuart James",2018-09-13,2019-09-13,2020-03-19,NA,"https://patents.google.com/patent/WO2020053589A1/en",NA,"Belfast"
"137","GB-201405563-D0","Process for preparing alkanolamines useful in removal of acid-gas from a gaseous stream","Univ Belfast",NA,2014-03-27,2014-03-27,2014-05-14,NA,"https://patents.google.com/patent/GB201405563D0/en",NA,"Belfast"
"138","US-2022291566-A1","Coloured or black particles","E Ink Corporation, The Queen's University Of Belfast","Louise D. Farrand, Claire Topping, Sarah NORMAN",2013-12-02,2022-06-03,2022-09-15,NA,"https://patents.google.com/patent/US20220291566A1/en",NA,"Belfast"
"139","EP-2739590-A1","Controlled release fertiliser","The Queen's University Of Belfast","Gavin Walker, Stephen Allen, Peter Frost",2011-08-02,2012-08-02,2014-06-11,NA,"https://patents.google.com/patent/EP2739590A1/en",NA,"Belfast"
"140","GB-201412398-D0","Oligomerisation process","Univ Belfast",NA,2014-07-11,2014-07-11,2014-08-27,NA,"https://patents.google.com/patent/GB201412398D0/en",NA,"Belfast"
"141","US-2016136286-A1","Drug delivery composition","The Queen's University Of Belfast","Colin Peter McCoy, Sean Patrick Gorman, David Simon Jones",2008-06-06,2016-01-25,2016-05-19,NA,"https://patents.google.com/patent/US20160136286A1/en","https://patentimages.storage.googleapis.com/2e/92/cb/aab8697cbada83/US20160136286A1-20160519-D00001.png","Belfast"
"142","GB-2538759-B","Process for removing metal contaminants from glyceride oil and a glyceride oil refining process incorporating the same","Univ Belfast","Goodrich Peter, O'Hara Eoghain, Philip Atkins Martin, Klatt Hamer Christopher",2015-05-27,2015-05-27,2020-12-16,2020-12-16,"https://patents.google.com/patent/GB2538759B/en",NA,"Belfast"
"143","US-2021378979-A1","Ocular compositions","The Queen's University Of Belfast","Raghu Raj Singh THAKUR, David Jones, Rahul Sonawane",2017-05-10,2018-05-10,2021-12-09,NA,"https://patents.google.com/patent/US20210378979A1/en","https://patentimages.storage.googleapis.com/76/8d/77/c379209ab9b259/US20210378979A1-20211209-D00000.png","Belfast"
"144","CN-108026476-A","The method of refining of glyceride oil including alkali ionic liquid processing","英国贝尔法斯特女王大学","彼得·古德里奇, 泰隆·奥哈拉, 马丁·菲利普·阿特金斯, 克里斯托弗·克拉特·哈默",2015-05-27,2016-05-27,2018-05-11,NA,"https://patents.google.com/patent/CN108026476A/en",NA,"Belfast"
"145","GB-201006488-D0","Battery","Univ Belfast",NA,2010-04-19,2010-04-19,2010-06-02,NA,"https://patents.google.com/patent/GB201006488D0/en",NA,"Belfast"
"146","GB-201202704-D0","Ionic liquid separations","Univ Belfast",NA,2012-02-16,2012-02-16,2012-04-04,NA,"https://patents.google.com/patent/GB201202704D0/en",NA,"Belfast"
"147","GB-201607614-D0","Strong physical unclonable function (PUF) for integrated circuit implementation","Univ Belfast",NA,2016-04-29,2016-04-29,2016-06-15,NA,"https://patents.google.com/patent/GB201607614D0/en",NA,"Belfast"
"148","WO-2020053141-A1","Improvements in and relating to power divider / combiner circuits","The Queen's University Of Belfast","Mury THIAN, Matthew Love",2018-09-11,2019-09-09,2020-03-19,NA,"https://patents.google.com/patent/WO2020053141A1/en",NA,"Belfast"
"149","WO-2015189205-A1","Cell delivery system and method","The Queen's University Of Belfast","Helen MCCARTHY, Ryan Donnelly, Joanne MCCAFFREY",2014-06-10,2015-06-09,2015-12-17,NA,"https://patents.google.com/patent/WO2015189205A1/en",NA,"Belfast"
"150","ZA-201004415-B","Improved aqueous-based wellbore fluids","Univ Belfast","Mark Shelton Aston, Kenneth Richard Seddon, David Francis Wassell",2007-12-07,2010-06-22,2019-01-30,NA,"https://patents.google.com/patent/ZA201004415B/en",NA,"Belfast"
"151","WO-2013121220-A1","Ionic liquid separations","The Queen's University Of Belfast","Martyn Earle, Kenneth Seddon",2012-02-16,2013-02-15,2013-08-22,NA,"https://patents.google.com/patent/WO2013121220A1/en",NA,"Belfast"
"152","JP-2010227115-A","Post-weaning multisystemic wasting syndrome virus from pig","Univ Of Saskatchewan, ユニバーシティ  オブ  サスカチュワン, Queen's Univ Of Belfast, クィーンズ  ユニバーシティ  オブ  ベルファスト, Merial Sas, メリアル  エス  アー  エス","Deborah Haines, ハイネス，デボラ, Gordon Allan, アラン，ゴードン, John Ellis, エリス，ジョン, Brian Meehan, メーハン，ブライアン, Edward Clark, クラーク，エドワード, Lori Hassard, ハザード，ロリ, John Harding, ハーディング，ジョン, Catherine Charreyre, シャリール，キャサリーン, Gilles Chappuis, シャプイ，ジル, Francis Mcneilly, マクネイリー，フランシス, Li Wang, ワン，リー, Lorne A Babiuk, エー． バビュク，ローン, Andrew A Potter, エー． ポッター，アンドリュー, Philip Willson, ウィルソン，フィリップ",1997-12-11,2010-06-02,2010-10-14,NA,"https://patents.google.com/patent/JP2010227115A/en",NA,"Belfast"
"153","JP-2010222359-A","Porcine circovirus and parvovirus vaccine","Merial Sas, メリアル  エス  アー  エス, Queen's Univ Of Belfast, クィーンズ  ユニバーシティ  オブ  ベルファスト, Univ Of Saskatchewan, ユニバーシティ  オブ  サスカチュワン","Gordon Moore Allan, アラン，ゴードン，ムーア, Brian Martin Meehan, ミーハン，ブライアン，マーティン, John Albert Ellis, エリス，ジョン，アルバート, George Steven Krakowka, クラコウカ，ジョージ，スティーヴン, Jean-Christophe Francis Audonnet, オードネ，ジャン−クリストフ，フランシス, Francis Mcneilly, マックネリー，フランシス",1998-07-06,2010-04-23,2010-10-07,NA,"https://patents.google.com/patent/JP2010222359A/en","https://patentimages.storage.googleapis.com/e0/71/10/858b332ff98a3e/2010222359-10.png","Belfast"
"154","WO-2013030134-A1","Method and apparatus for acoustic source separation","The Queen's University Of Belfast","Ji Ming, Ramji Srinivasan, Daniel CROOKES",2011-08-26,2012-08-24,2013-03-07,NA,"https://patents.google.com/patent/WO2013030134A1/en",NA,"Belfast"
"155","JP-2014076991-A","Oligomerization","Queen's Univ Of Belfast, ザ  クイーンズ  ユニバーシティ  オブ  ベルファスト","John Earle Martyn, ジョン アール，マーチン, Karkainnen Johanna, カーカインネン，ジョアンナ, Natalia V Plechkova, ブイ プレチコバ，ナタリア, Tomaszowska Alina, トマスゾウスカ，アリナ, Richard Seddon Kenneth, リチャード セドン，ケネス",2005-12-12,2013-10-03,2014-05-01,NA,"https://patents.google.com/patent/JP2014076991A/en","https://patentimages.storage.googleapis.com/29/da/51/15c3e48303f493/2014076991-23.png","Belfast"
"156","US-2016169897-A1","Assay methods for the determination of fkbpl expression level in the context of breast cancer","The Queen's University Of Belfast","Tracy Robson, David Hirst, Hayley McKeen, Christopher Byrne",2009-05-19,2015-07-16,2016-06-16,NA,"https://patents.google.com/patent/US20160169897A1/en","https://patentimages.storage.googleapis.com/a8/44/5b/e736f37ba53846/US20160169897A1-20160616-D00001.png","Belfast"
"157","US-2013203602-A1","Supported biologically active compounds","Danmarks Tekniske Universitet, The Board of Trustees Of The Univ. Of Alabama For And On Behalf Of The Univ. Of Alabama, The Queens University Of Belfast","Anders Riisager, Rasmus Fehrmann, Hector Rodriguez, Katharina Bica, Robin D. Rogers, Daniel T. Daly, Gabriela Gurau",2010-03-11,2011-03-11,2013-08-08,NA,"https://patents.google.com/patent/US20130203602A1/en","https://patentimages.storage.googleapis.com/84/89/ff/9337ac53032a3c/US20130203602A1-20130808-D00001.png","Belfast"
"158","WO-2011101837-A1","Substrate for surface enhanced raman spectroscopy","The Provost, Fellows, Foundation Scholars, And The Other Members Of Board, Of The College Of The Holy And Undivided Trinity Of Queen Elizabeth, Near Dublin, The Queen's University Of Belfast","Damian John Aherne, John Moffat Kelly, Deirdre Marie Ledwith, Iouri Kuzmich Gounko, Matthew Gara, Steven Ernest John Bell",2010-02-16,2011-02-16,2011-08-25,NA,"https://patents.google.com/patent/WO2011101837A1/en",NA,"Belfast"
"159","WO-2014167331-A1","Oligomerisation process","The Queen's University Of Belfast","Martin Philip Atkins, Kenneth Richard Seddon, Malgorzata SWADZBA-KWASNY, Fergal COLEMAN",2013-04-10,2014-04-09,2014-10-16,NA,"https://patents.google.com/patent/WO2014167331A1/en",NA,"Belfast"
"160","WO-2019043232-A1","A fasciola hepatica antigen and vaccine","The Queen's University Of Belfast, University College Dublin, National University Of Ireland, Dublin","Grace MULCAHY, Laura GARZA-CUARTERO, John Dalton",2017-09-01,2018-09-03,2019-03-07,NA,"https://patents.google.com/patent/WO2019043232A1/en",NA,"Belfast"
"161","GB-201201001-D0","Optical sensor","Univ City, Univ Belfast",NA,2011-01-20,2012-01-20,2012-03-07,NA,"https://patents.google.com/patent/GB201201001D0/en",NA,"Belfast"
